Age,Income,Membership,Tenure,TotalSpend,TotalTransactions,AvgOrderValue,PurchaseFrequency,Customer_Segment,Segment
45,39017,,4.8,751.8,12,62.65,2.5,1,1
51,50548,,4.2,249.55,5,49.91,1.2,2,2
19,63088,,4.3,246.16,4,61.54,0.9,1,1
49,70754,,3.8,2474.4,30,82.48,7.9,2,2
40,66455,,6.3,12165.62,106,114.77,16.8,1,1
39,75540,,0.3,69.39,1,69.39,3.3,1,1
68,41081,,4.9,503.92,8,62.99,1.6,2,2
42,97680,,2.6,1362.0,12,113.5,4.6,0,0
75,86716,,3.7,5178.3,41,126.3,11.1,2,2
39,50161,,4.1,1466.08,28,52.36,6.8,1,1
75,110527,,1.0,2267.29,17,133.37,17.0,0,0
75,37986,,0.9,90.78,2,45.39,2.2,2,2
39,66354,,1.4,1128.96,12,94.08,8.6,1,1
66,33943,,1.9,1049.76,16,65.61,8.4,2,2
69,55444,,2.4,477.09,9,53.01,3.8,2,2
59,68280,,0.6,196.72,2,98.36,3.3,2,2
23,72238,,2.7,1301.55,15,86.77,5.6,1,1
32,83684,,6.0,8064.12,67,120.36,11.2,1,1
71,127436,,4.9,8615.0,50,172.3,10.2,0,0
60,29960,,4.8,172.53,3,57.51,0.6,2,2
54,78966,,2.4,488.85,5,97.77,2.1,2,2
50,126723,,3.9,6919.34,47,147.22,12.1,0,0
25,42540,,1.8,173.61,3,57.87,1.7,1,1
70,118707,,2.6,1660.56,12,138.38,4.6,0,0
61,29010,,2.5,167.36,4,41.84,1.6,2,2
61,40117,,5.1,437.22,6,72.87,1.2,2,2
22,96617,,3.4,4204.31,37,113.63,10.9,1,1
56,69312,,2.6,837.46,13,64.42,5.0,2,2
21,74129,,1.2,710.82,9,78.98,7.5,1,1
23,38778,,6.0,579.5,10,57.95,1.7,1,1
62,53257,,2.4,270.4,5,54.08,2.1,2,2
49,112541,,2.2,5162.22,34,151.83,15.5,0,0
69,46377,,2.4,495.72,9,55.08,3.8,2,2
47,54841,,1.7,71.46,1,71.46,0.6,2,2
64,156419,,5.4,46810.23,129,362.87,23.9,0,0
52,83509,,4.5,1932.0,21,92.0,4.7,2,2
72,60355,,4.5,1480.56,24,61.69,5.3,2,2
57,18298,,3.4,659.49,19,34.71,5.6,2,2
69,15000,,1.5,157.47,3,52.49,2.0,2,2
33,66076,,2.9,1155.3,15,77.02,5.2,1,1
30,51895,,5.5,1664.74,22,75.67,4.0,1,1
67,52129,,4.8,394.26,6,65.71,1.2,2,2
59,63268,,3.5,2021.2,31,65.2,8.9,2,2
47,41117,,5.3,427.38,6,71.23,1.1,2,2
36,79026,,3.0,2273.92,22,103.36,7.3,1,1
34,46307,,5.2,379.14,6,63.19,1.2,1,1
73,90644,,3.6,5544.0,36,154.0,10.0,2,2
36,68215,,1.9,2105.77,19,110.83,10.0,1,1
45,31969,,4.0,376.56,8,47.07,2.0,1,1
75,100554,,4.6,5924.36,52,113.93,11.3,2,2
72,73403,,4.5,2335.32,26,89.82,5.8,2,2
43,99578,,4.8,3772.52,37,101.96,7.7,0,0
54,112695,,5.8,11240.1,90,124.89,15.5,0,0
43,35356,,1.1,141.68,2,70.84,1.8,1,1
70,58889,,4.6,798.3,9,88.7,2.0,2,2
40,66954,,5.6,515.88,6,85.98,1.1,1,1
26,78818,,2.5,867.48,12,72.29,4.8,1,1
29,30640,,2.7,396.6,6,66.1,2.2,1,1
70,103628,,1.3,357.06,3,119.02,2.3,0,0
18,79317,,3.8,603.61,7,86.23,1.8,1,1
75,20065,,6.2,1877.31,51,36.81,8.2,2,2
75,43424,,1.4,273.8,4,68.45,2.9,2,2
18,34528,,5.3,611.0,13,47.0,2.5,1,1
64,69103,,1.5,127.24,2,63.62,1.3,2,2
51,70235,,1.0,632.8,8,79.1,8.0,2,2
49,83148,,3.9,4051.8,36,112.55,9.2,0,0
71,36532,,4.2,718.19,11,65.29,2.6,2,2
65,45723,,5.0,1663.46,31,53.66,6.2,2,2
42,169535,,3.7,10791.04,52,207.52,14.1,0,0
57,141191,,2.7,16818.78,51,329.78,18.9,0,0
62,57964,,1.0,489.18,6,81.53,6.0,2,2
70,17464,,3.0,288.84,6,48.14,2.0,2,2
18,51980,,5.1,299.1,6,49.85,1.2,1,1
33,27811,,6.1,491.53,13,37.81,2.1,1,1
56,78151,,4.5,1455.09,21,69.29,4.7,2,2
22,53924,,5.3,879.06,14,62.79,2.6,1,1
39,95661,,4.5,1967.02,22,89.41,4.9,0,0
46,33460,,1.6,269.12,4,67.28,2.5,1,1
72,42991,,5.5,407.52,6,67.92,1.1,2,2
20,174841,,5.0,45603.0,162,281.5,32.4,0,0
29,171816,,1.5,12443.4,45,276.52,30.0,0,0
43,74266,,3.3,1821.75,21,86.75,6.4,1,1
33,52117,,6.1,1268.28,18,70.46,3.0,1,1
68,129064,,4.5,24174.1,103,234.7,22.9,0,0
54,30081,,5.9,583.99,11,53.09,1.9,2,2
39,63519,,1.8,386.68,7,55.24,3.9,1,1
74,40531,,5.4,249.8,4,62.45,0.7,2,2
46,73837,,1.2,305.2,4,76.3,3.3,1,1
31,76564,,5.1,2198.0,25,87.92,4.9,1,1
45,90741,,4.3,8714.24,74,117.76,17.2,0,0
22,80187,,5.3,2641.22,41,64.42,7.7,1,1
64,97759,,4.9,7590.33,51,148.83,10.4,0,0
66,72121,,3.1,634.41,9,70.49,2.9,2,2
47,64433,,5.9,3002.3,35,85.78,5.9,2,2
63,53520,,2.6,356.72,7,50.96,2.7,2,2
69,43223,,2.9,252.05,5,50.41,1.7,2,2
22,54205,,5.0,1636.22,23,71.14,4.6,1,1
29,109723,,5.3,10475.28,72,145.49,13.6,0,0
33,42021,,2.2,182.32,4,45.58,1.8,1,1
43,48841,,3.5,136.14,2,68.07,0.6,1,1
43,50396,,1.3,108.42,2,54.21,1.5,1,1
65,58011,,0.5,994.16,8,124.27,16.0,2,2
38,38554,,2.5,61.34,1,61.34,0.4,1,1
56,26845,,6.1,562.98,11,51.18,1.8,2,2
53,48250,,1.8,139.44,2,69.72,1.1,2,2
50,26372,,0.4,39.28,1,39.28,2.5,2,2
47,38491,,4.2,1361.26,29,46.94,6.9,2,2
54,158407,,2.5,12243.4,52,235.45,20.8,0,0
40,60267,,4.8,629.92,8,78.74,1.7,1,1
75,31635,,1.8,135.7,2,67.85,1.1,2,2
27,92574,,4.6,4772.96,46,103.76,10.0,1,1
71,73706,,5.6,9732.01,79,123.19,14.1,2,2
22,34741,,3.3,356.4,6,59.4,1.8,1,1
53,20433,,6.2,666.0,12,55.5,1.9,2,2
51,150900,,5.2,37692.8,160,235.58,30.8,0,0
69,59933,,2.9,2214.5,25,88.58,8.6,2,2
48,85879,,2.2,4454.36,38,117.22,17.3,0,0
27,54737,,6.5,343.0,4,85.75,0.6,1,1
75,89031,,6.1,3018.6,26,116.1,4.3,2,2
36,40066,,4.8,1714.42,23,74.54,4.8,1,1
75,112524,,2.4,8047.62,42,191.61,17.5,0,0
49,130392,,0.7,4493.86,14,320.99,20.0,0,0
18,36830,,0.9,64.67,1,64.67,1.1,1,1
73,88063,,5.0,1402.2,15,93.48,3.0,2,2
22,36867,,4.3,459.0,9,51.0,2.1,1,1
62,63360,,1.8,1298.08,14,92.72,7.8,2,2
21,64414,,0.6,375.2,4,93.8,6.7,1,1
33,108065,,6.4,11392.0,89,128.0,13.9,0,0
41,38655,,4.5,788.06,13,60.62,2.9,1,1
33,38003,,0.2,42.77,1,42.77,5.0,1,1
72,75188,,1.1,64.97,1,64.97,0.9,2,2
19,40397,,4.1,444.4,10,44.44,2.4,1,1
66,15000,,0.9,32.2,1,32.2,1.1,2,2
45,75743,,2.5,6451.29,43,150.03,17.2,1,1
49,67012,,4.4,1875.93,21,89.33,4.8,2,2
44,71314,,0.1,77.07,1,77.07,10.0,1,1
37,136709,,0.1,216.47,1,216.47,10.0,0,0
41,74645,,2.5,4539.1,38,119.45,15.2,1,1
29,53961,,6.4,1297.78,22,58.99,3.4,1,1
67,63214,,1.4,63.88,1,63.88,0.7,2,2
52,77962,,2.9,600.25,7,85.75,2.4,2,2
50,57281,,4.4,1242.57,21,59.17,4.8,2,2
50,43224,,2.5,607.86,11,55.26,4.4,2,2
68,74232,,3.9,1467.2,20,73.36,5.1,2,2
60,30821,,0.4,100.06,2,50.03,5.0,2,2
54,94462,,3.4,8285.68,52,159.34,15.3,0,0
29,64851,,2.0,828.52,14,59.18,7.0,1,1
20,170486,,6.0,74490.6,204,365.15,34.0,0,0
18,68059,,3.5,6639.36,48,138.32,13.7,1,1
50,39391,,2.2,137.5,2,68.75,0.9,2,2
57,64245,,1.8,224.8,4,56.2,2.2,2,2
27,55692,,0.7,301.2,4,75.3,5.7,1,1
60,57808,,3.9,822.25,13,63.25,3.3,2,2
61,51191,,1.3,455.58,6,75.93,4.6,2,2
46,28430,,5.9,236.4,6,39.4,1.0,1,1
30,109939,,6.1,9338.55,65,143.67,10.7,0,0
29,32398,,3.1,285.95,5,57.19,1.6,1,1
48,50285,,2.5,2035.75,25,81.43,10.0,2,2
63,46839,,2.8,1035.32,13,79.64,4.6,2,2
19,27270,,2.2,220.68,4,55.17,1.8,1,1
68,78993,,6.0,562.56,8,70.32,1.3,2,2
67,43752,,6.2,316.86,6,52.81,1.0,2,2
52,56042,,2.6,409.26,6,68.21,2.3,2,2
40,46181,,5.7,2964.3,41,72.3,7.2,1,1
34,48958,,4.1,424.62,7,60.66,1.7,1,1
43,97647,,5.5,14650.44,84,174.41,15.3,0,0
25,15000,,3.4,489.7,10,48.97,2.9,1,1
46,33414,,0.8,102.8,2,51.4,2.5,1,1
43,37818,,2.9,1683.5,25,67.34,8.6,1,1
27,37170,,3.3,744.52,14,53.18,4.2,1,1
43,61813,,4.6,1632.4,20,81.62,4.3,1,1
51,37131,,5.1,519.39,9,57.71,1.8,2,2
68,54356,,0.8,54.88,1,54.88,1.2,2,2
58,26968,,4.3,315.14,7,45.02,1.6,2,2
24,70586,,3.3,701.37,9,77.93,2.7,1,1
21,57093,,3.6,555.66,9,61.74,2.5,1,1
75,35335,,1.2,137.76,3,45.92,2.5,2,2
70,87613,,0.7,1440.99,9,160.11,12.9,2,2
67,62745,,2.1,188.36,2,94.18,1.0,2,2
62,99136,,2.0,2573.92,16,160.87,8.0,0,0
28,25727,,2.1,186.05,5,37.21,2.4,1,1
46,38847,,6.5,2127.51,33,64.47,5.1,1,1
73,93547,,3.5,8262.0,50,165.24,14.3,2,2
53,54307,,5.9,685.6,8,85.7,1.4,2,2
42,161387,,4.4,23195.07,87,266.61,19.8,0,0
38,72879,,0.7,147.18,2,73.59,2.9,1,1
74,40185,,2.7,421.26,7,60.18,2.6,2,2
53,54506,,3.8,1126.4,16,70.4,4.2,2,2
27,73475,,4.8,28008.66,158,177.27,32.9,1,1
54,95464,,4.2,9032.4,52,173.7,12.4,0,0
26,42423,,5.4,348.8,5,69.76,0.9,1,1
41,62988,,4.5,1313.0,20,65.65,4.4,1,1
52,64816,,0.2,84.88,1,84.88,5.0,2,2
66,58258,,0.6,216.66,3,72.22,5.0,2,2
52,60311,,4.4,1121.8,20,56.09,4.5,2,2
65,26524,,3.8,642.0,10,64.2,2.6,2,2
53,74491,,1.5,500.24,8,62.53,5.3,2,2
35,83270,,1.9,2429.28,18,134.96,9.5,1,1
66,116698,,2.5,874.24,8,109.28,3.2,0,0
56,113833,,3.5,7343.97,43,170.79,12.3,0,0
49,78028,,6.5,1138.5,15,75.9,2.3,2,2
41,125864,,6.2,14826.99,93,159.43,15.0,0,0
40,38509,,3.1,340.4,5,68.08,1.6,1,1
49,82610,,4.7,2190.09,21,104.29,4.5,2,2
54,71604,,1.2,747.99,9,83.11,7.5,2,2
29,83571,,2.3,2300.97,21,109.57,9.1,1,1
66,51084,,5.9,182.01,3,60.67,0.5,2,2
72,60728,,1.0,259.56,3,86.52,3.0,2,2
30,67567,,5.6,1684.5,25,67.38,4.5,1,1
40,35595,,0.4,56.55,1,56.55,2.5,1,1
42,32377,,2.0,550.68,13,42.36,6.5,1,1
52,50984,,1.8,234.87,3,78.29,1.7,2,2
58,61683,,3.9,336.25,5,67.25,1.3,2,2
47,39602,,1.6,70.38,1,70.38,0.6,2,2
34,38088,,1.4,132.22,2,66.11,1.4,1,1
66,96724,,4.0,6483.33,41,158.13,10.2,0,0
37,67229,,6.1,1594.8,18,88.6,3.0,1,1
65,86516,,0.1,67.79,1,67.79,10.0,2,2
42,54416,,6.1,212.64,4,53.16,0.7,1,1
39,31706,,2.2,305.76,6,50.96,2.7,1,1
30,37739,,1.4,256.35,5,51.27,3.6,1,1
36,47230,,2.8,314.4,6,52.4,2.1,1,1
66,127268,,6.5,11988.0,90,133.2,13.8,0,0
53,187949,,3.7,34168.58,82,416.69,22.2,0,0
29,46922,,6.0,6424.91,89,72.19,14.8,1,1
58,75394,,4.5,1295.64,18,71.98,4.0,2,2
36,66064,,4.1,1808.4,22,82.2,5.4,1,1
29,47404,,1.1,1225.9,13,94.3,11.8,1,1
26,80064,,2.9,824.2,10,82.42,3.4,1,1
24,95881,,3.4,1406.72,14,100.48,4.1,1,1
45,77757,,5.3,1389.07,17,81.71,3.2,1,1
31,98569,,5.1,1998.15,21,95.15,4.1,0,0
48,73815,,5.8,2163.18,31,69.78,5.3,2,2
69,60696,,5.4,2662.48,46,57.88,8.5,2,2
36,73189,,5.6,2416.8,24,100.7,4.3,1,1
75,46308,,0.1,77.2,1,77.2,10.0,2,2
64,50703,,1.2,250.89,3,83.63,2.5,2,2
33,70075,,0.8,450.66,7,64.38,8.8,1,1
70,41804,,0.8,148.78,2,74.39,2.5,2,2
22,141432,,0.8,1826.96,8,228.37,10.0,0,0
52,41847,,3.1,661.14,9,73.46,2.9,2,2
29,65006,,2.8,515.88,9,57.32,3.2,1,1
42,69720,,2.7,1699.25,25,67.97,9.3,1,1
69,81970,,1.5,523.08,6,87.18,4.0,2,2
38,21204,,2.9,169.52,4,42.38,1.4,1,1
53,67431,,0.9,82.01,1,82.01,1.1,2,2
70,169937,,5.1,36444.6,170,214.38,33.3,0,0
40,52773,,5.3,344.82,6,57.47,1.1,1,1
33,91193,,5.5,699.8,10,69.98,1.8,1,1
74,58177,,6.5,2788.17,51,54.67,7.8,2,2
56,53259,,0.3,81.37,1,81.37,3.3,2,2
62,41675,,3.7,1467.84,22,66.72,5.9,2,2
70,106388,,1.7,910.0,7,130.0,4.1,0,0
59,84786,,2.7,6122.34,43,142.38,15.9,2,2
75,153693,,5.4,13276.06,62,214.13,11.5,0,0
56,77285,,1.6,758.8,8,94.85,5.0,2,2
31,50103,,5.8,577.44,9,64.16,1.6,1,1
48,71447,,4.9,1143.48,13,87.96,2.7,2,2
75,43442,,2.2,789.88,13,60.76,5.9,2,2
22,76343,,2.1,929.24,13,71.48,6.2,1,1
52,50972,,1.9,332.0,4,83.0,2.1,2,2
40,93367,,0.4,140.02,2,70.01,5.0,0,0
46,111730,,0.4,982.5,6,163.75,15.0,0,0
60,66559,,1.3,464.28,6,77.38,4.6,2,2
28,52696,,4.8,3107.58,42,73.99,8.8,1,1
35,75710,,4.9,1808.64,18,100.48,3.7,1,1
64,44092,,4.3,220.2,3,73.4,0.7,2,2
29,72971,,3.9,493.28,8,61.66,2.1,1,1
26,39903,,0.6,59.81,1,59.81,1.7,1,1
27,64596,,0.7,158.04,2,79.02,2.9,1,1
75,40114,,4.0,1403.84,32,43.87,8.0,2,2
61,48945,,4.7,2019.27,29,69.63,6.2,2,2
34,19614,,0.9,52.73,1,52.73,1.1,1,1
55,39480,,1.7,151.41,3,50.47,1.8,2,2
24,41977,,3.3,806.14,17,47.42,5.2,1,1
63,42417,,1.3,202.48,4,50.62,3.1,2,2
30,47020,,0.9,160.17,3,53.39,3.3,1,1
57,72419,,5.7,1211.88,12,100.99,2.1,2,2
59,26371,,1.5,622.92,12,51.91,8.0,2,2
26,49196,,0.4,126.22,2,63.11,5.0,1,1
67,155375,,5.9,40313.75,125,322.51,21.2,0,0
44,50519,,0.5,68.82,1,68.82,2.0,1,1
75,50980,,4.8,734.14,11,66.74,2.3,2,2
19,86634,,5.7,1520.1,18,84.45,3.2,1,1
22,44044,,2.6,1016.26,14,72.59,5.4,1,1
46,30665,,2.3,273.55,5,54.71,2.2,1,1
54,54236,,1.3,435.0,5,87.0,3.8,2,2
55,56738,,2.5,465.57,7,66.51,2.8,2,2
36,85833,,3.0,1251.48,12,104.29,4.0,1,1
25,40285,,0.9,45.66,1,45.66,1.1,1,1
65,156112,,1.5,5989.51,31,193.21,20.7,0,0
62,46759,,2.5,538.23,11,48.93,4.4,2,2
18,59297,,2.4,179.38,2,89.69,0.8,1,1
39,30242,,1.0,112.4,2,56.2,2.0,1,1
69,35630,,6.3,573.21,11,52.11,1.7,2,2
34,55193,,5.8,1895.25,35,54.15,6.0,1,1
24,93613,,5.8,2808.78,39,72.02,6.7,1,1
42,60586,,1.0,74.18,1,74.18,1.0,1,1
62,66033,,3.2,1346.72,16,84.17,5.0,2,2
21,37873,,4.5,2567.28,38,67.56,8.4,1,1
53,50352,,0.4,72.79,1,72.79,2.5,2,2
23,79700,,0.2,71.5,1,71.5,5.0,1,1
48,62707,,1.3,58.58,1,58.58,0.8,2,2
36,58931,,2.5,250.56,3,83.52,1.2,1,1
61,42038,,0.9,233.56,4,58.39,4.4,2,2
71,36216,,1.2,110.34,2,55.17,1.7,2,2
56,80990,,5.3,1521.12,24,63.38,4.5,2,2
44,109961,,5.2,15877.54,94,168.91,18.1,0,0
27,47005,,5.1,263.2,4,65.8,0.8,1,1
43,47688,,1.6,94.18,2,47.09,1.2,1,1
36,55977,,1.5,729.4,10,72.94,6.7,1,1
56,15000,,5.8,514.4,10,51.44,1.7,2,2
20,48018,,5.7,924.48,12,77.04,2.1,1,1
62,94962,,2.5,1253.28,14,89.52,5.6,0,0
30,111727,,3.8,7509.56,41,183.16,10.8,0,0
67,46296,,4.7,698.94,11,63.54,2.3,2,2
45,79829,,6.1,10345.94,82,126.17,13.4,1,1
75,80951,,0.5,268.2,4,67.05,8.0,2,2
37,53244,,3.8,1797.44,32,56.17,8.4,1,1
45,114959,,6.0,2442.72,24,101.78,4.0,0,0
25,50797,,1.8,83.13,1,83.13,0.6,1,1
58,42256,,0.6,63.14,1,63.14,1.7,2,2
56,61979,,0.9,71.65,1,71.65,1.1,2,2
18,52403,,0.7,74.02,1,74.02,1.4,1,1
20,92874,,0.6,4830.63,21,230.03,35.0,1,1
30,61448,,1.2,221.79,3,73.93,2.5,1,1
45,71057,,4.4,1278.45,15,85.23,3.4,1,1
74,73031,,0.3,270.84,3,90.28,10.0,2,2
66,113054,,2.1,13516.8,60,225.28,28.6,0,0
42,163880,,3.2,20842.14,69,302.06,21.6,0,0
73,24723,,1.3,750.96,12,62.58,9.2,2,2
50,48686,,0.9,127.84,2,63.92,2.2,2,2
55,54980,,0.5,60.5,1,60.5,2.0,2,2
70,79711,,6.5,1042.03,11,94.73,1.7,2,2
23,51530,,1.0,149.34,2,74.67,2.0,1,1
75,27972,,4.5,299.44,8,37.43,1.8,2,2
61,102859,,4.4,6539.36,46,142.16,10.5,0,0
62,63362,,4.0,7252.29,61,118.89,15.2,2,2
49,80166,,5.0,1560.24,22,70.92,4.4,2,2
62,78932,,2.4,2127.62,22,96.71,9.2,2,2
64,49743,,3.8,932.25,15,62.15,3.9,2,2
38,22927,,1.2,163.02,3,54.34,2.5,1,1
33,172006,,2.5,5715.4,34,168.1,13.6,0,0
71,39932,,6.3,1198.08,16,74.88,2.5,2,2
38,68165,,4.1,1891.56,33,57.32,8.0,1,1
28,49874,,1.2,150.96,2,75.48,1.7,1,1
54,91336,,6.0,11809.43,71,166.33,11.8,0,0
53,70772,,2.8,1555.75,25,62.23,8.9,2,2
52,78537,,2.4,587.52,6,97.92,2.5,2,2
36,68201,,2.8,458.24,8,57.28,2.9,1,1
37,45709,,3.1,1279.25,17,75.25,5.5,1,1
74,51429,,2.3,525.06,9,58.34,3.9,2,2
35,48672,,1.3,244.11,3,81.37,2.3,1,1
64,133153,,1.0,2182.88,16,136.43,16.0,0,0
58,50516,,3.5,4565.18,58,78.71,16.6,2,2
66,72334,,1.6,508.16,8,63.52,5.0,2,2
31,60040,,5.8,1052.28,12,87.69,2.1,1,1
32,99852,,5.9,4531.54,58,78.13,9.8,0,0
48,63634,,2.2,278.61,3,92.87,1.4,2,2
18,38293,,1.2,146.76,2,73.38,1.7,1,1
70,61385,,5.1,219.78,3,73.26,0.6,2,2
71,20279,,0.7,38.43,1,38.43,1.4,2,2
71,92437,,5.8,2323.64,22,105.62,3.8,2,2
20,62045,,2.6,398.25,5,79.65,1.9,1,1
33,58204,,1.6,889.08,12,74.09,7.5,1,1
40,72147,,5.6,1863.5,25,74.54,4.5,1,1
74,60224,,4.2,1585.32,22,72.06,5.2,2,2
28,39998,,0.3,73.07,1,73.07,3.3,1,1
29,115863,,6.3,8161.45,55,148.39,8.7,0,0
27,80132,,6.4,4945.32,57,86.76,8.9,1,1
49,44904,,5.5,843.15,11,76.65,2.0,2,2
33,72737,,5.4,2527.93,29,87.17,5.4,1,1
25,79354,,0.8,186.12,2,93.06,2.5,1,1
55,55995,,0.7,154.62,2,77.31,2.9,2,2
29,117107,,0.5,4206.65,17,247.45,34.0,0,0
41,48078,,2.2,256.16,4,64.04,1.8,1,1
45,15000,,1.5,232.8,6,38.8,4.0,1,1
70,54546,,2.2,559.37,7,79.91,3.2,2,2
25,84338,,4.3,8111.02,67,121.06,15.6,1,1
75,20055,,1.8,105.0,2,52.5,1.1,2,2
45,57630,,3.2,139.16,2,69.58,0.6,1,1
53,74791,,4.5,1349.6,20,67.48,4.4,2,2
43,73233,,1.1,441.8,5,88.36,4.5,1,1
25,92642,,6.4,3067.33,29,105.77,4.5,1,1
75,71175,,5.7,1521.9,15,101.46,2.6,2,2
67,54484,,4.8,109.34,2,54.67,0.4,2,2
45,58207,,6.4,1356.75,15,90.45,2.3,1,1
45,87578,,0.6,312.06,3,104.02,5.0,0,0
54,55899,,0.4,291.16,4,72.79,10.0,2,2
58,48182,,1.7,147.94,2,73.97,1.2,2,2
53,67462,,2.3,701.03,11,63.73,4.8,2,2
44,105879,,4.4,7978.88,56,142.48,12.7,0,0
71,64050,,6.5,2641.51,31,85.21,4.8,2,2
34,62397,,5.9,446.88,8,55.86,1.4,1,1
26,64828,,4.3,803.5,10,80.35,2.3,1,1
50,54919,,1.4,393.0,6,65.5,4.3,2,2
70,41181,,3.7,180.2,4,45.05,1.1,2,2
37,67644,,4.9,1083.5,11,98.5,2.2,1,1
30,70535,,5.2,1862.12,26,71.62,5.0,1,1
45,31198,,6.4,204.85,5,40.97,0.8,1,1
65,43757,,0.5,60.66,1,60.66,2.0,2,2
46,61003,,6.1,1153.1,13,88.7,2.1,1,1
30,38856,,1.2,198.9,3,66.3,2.5,1,1
63,63706,,4.2,599.7,10,59.97,2.4,2,2
52,42607,,4.4,603.12,8,75.39,1.8,2,2
23,47482,,1.8,149.52,3,49.84,1.7,1,1
35,113017,,1.1,1372.36,11,124.76,10.0,0,0
68,117849,,2.1,1374.75,15,91.65,7.1,0,0
22,60082,,2.0,529.48,7,75.64,3.5,1,1
64,85674,,5.2,9556.88,67,142.64,12.9,2,2
42,68350,,1.4,304.28,4,76.07,2.9,1,1
19,63238,,4.8,1129.8,12,94.15,2.5,1,1
27,48858,,1.1,160.22,2,80.11,1.8,1,1
73,106046,,2.7,6715.28,44,152.62,16.3,0,0
47,36175,,1.2,124.71,3,41.57,2.5,2,2
67,40401,,6.0,312.76,7,44.68,1.2,2,2
62,15000,,5.3,245.15,5,49.03,0.9,2,2
22,103591,,0.2,259.74,2,129.87,10.0,0,0
72,15000,,2.4,232.98,6,38.83,2.5,2,2
73,63888,,2.3,415.87,7,59.41,3.0,2,2
50,56237,,3.2,680.31,9,75.59,2.8,2,2
71,60606,,1.5,381.12,6,63.52,4.0,2,2
18,89493,,3.5,2411.43,21,114.83,6.0,1,1
35,89179,,2.1,982.4,10,98.24,4.8,1,1
49,59029,,2.7,549.72,9,61.08,3.3,2,2
64,45180,,2.8,729.9,15,48.66,5.4,2,2
66,50793,,5.2,719.68,13,55.36,2.5,2,2
28,67740,,4.0,452.76,7,64.68,1.8,1,1
38,106418,,2.2,3404.1,21,162.1,9.5,0,0
43,64234,,5.3,4562.5,50,91.25,9.4,1,1
42,136488,,1.8,10005.0,46,217.5,25.6,0,0
39,62849,,1.2,453.6,6,75.6,5.0,1,1
44,24536,,0.8,163.98,3,54.66,3.8,1,1
66,91989,,4.5,3379.95,35,96.57,7.8,2,2
30,120895,,1.9,1159.2,12,96.6,6.3,0,0
50,28085,,2.7,374.01,7,53.43,2.6,2,2
51,39255,,6.0,1092.6,15,72.84,2.5,2,2
58,52587,,3.1,1204.2,18,66.9,5.8,2,2
52,24317,,1.6,43.57,1,43.57,0.6,2,2
18,47507,,4.7,678.48,12,56.54,2.6,1,1
38,106213,,4.9,7252.14,62,116.97,12.7,0,0
65,108432,,6.4,9004.38,77,116.94,12.0,0,0
72,60812,,0.8,206.7,3,68.9,3.8,2,2
23,121269,,1.9,1539.23,11,139.93,5.8,0,0
45,45914,,1.4,245.12,4,61.28,2.9,1,1
34,67076,,3.7,996.71,11,90.61,3.0,1,1
22,43916,,6.1,771.03,13,59.31,2.1,1,1
48,60515,,3.7,1435.04,16,89.69,4.3,2,2
22,85472,,1.7,2388.12,21,113.72,12.4,1,1
55,30734,,2.6,268.8,5,53.76,1.9,2,2
20,58217,,5.0,937.08,12,78.09,2.4,1,1
70,51385,,3.4,755.5,10,75.55,2.9,2,2
40,58218,,1.4,555.1,7,79.3,5.0,1,1
54,58826,,4.6,334.8,5,66.96,1.1,2,2
70,90898,,4.6,6143.6,40,153.59,8.7,2,2
54,171025,,6.2,29671.1,118,251.45,19.0,0,0
27,76916,,5.6,6964.88,52,133.94,9.3,1,1
27,54538,,5.5,6271.81,79,79.39,14.4,1,1
36,148319,,5.9,35919.6,148,242.7,25.1,0,0
34,126594,,4.1,5875.38,42,139.89,10.2,0,0
38,88935,,3.2,1323.11,17,77.83,5.3,0,0
31,51007,,0.4,64.95,1,64.95,2.5,1,1
26,49045,,2.6,466.56,6,77.76,2.3,1,1
63,49454,,3.3,615.69,9,68.41,2.7,2,2
18,17916,,6.1,745.75,19,39.25,3.1,1,1
68,70172,,3.6,1356.3,18,75.35,5.0,2,2
62,56391,,3.9,1481.48,22,67.34,5.6,2,2
30,68270,,4.2,358.3,5,71.66,1.2,1,1
21,43900,,6.0,647.28,9,71.92,1.5,1,1
18,49126,,2.6,205.12,4,51.28,1.5,1,1
66,27800,,6.0,760.64,16,47.54,2.7,2,2
57,60426,,3.8,496.56,6,82.76,1.6,2,2
49,47730,,0.5,78.51,1,78.51,2.0,2,2
51,47545,,2.7,102.0,2,51.0,0.7,2,2
45,121995,,0.7,211.06,2,105.53,2.9,0,0
48,51270,,1.4,147.74,2,73.87,1.4,2,2
25,109726,,2.4,1379.07,11,125.37,4.6,0,0
56,19972,,6.3,1809.28,32,56.54,5.1,2,2
43,53202,,3.9,368.62,7,52.66,1.8,1,1
75,77457,,6.4,1790.88,28,63.96,4.4,2,2
51,28459,,2.1,161.7,3,53.9,1.4,2,2
71,49902,,4.4,579.6,8,72.45,1.8,2,2
71,74569,,3.6,3940.92,36,109.47,10.0,2,2
20,61249,,2.6,896.06,11,81.46,4.2,1,1
67,56498,,5.9,1715.35,29,59.15,4.9,2,2
29,81414,,3.1,3081.0,30,102.7,9.7,1,1
18,77745,,2.6,4141.88,34,121.82,13.1,1,1
71,16214,,1.6,42.54,1,42.54,0.6,2,2
61,63416,,4.9,2303.36,32,71.98,6.5,2,2
22,107248,,4.0,6149.7,45,136.66,11.2,0,0
